Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHPI Total,NHPI Male,NHPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Kittitas,53037,2024,70-74,"2,656","1,335","1,320","2,498","1,275","1,223",4,1,3,15,6,9,20,12,8,0,0,0,119,41,77
Kittitas,53037,2024,75-79,"1,911",923,988,"1,831",900,931,1,0,0,12,4,8,14,2,11,0,0,0,54,17,37
Kittitas,53037,2024,80-84,"1,174",561,612,"1,095",516,579,20,6,13,2,0,1,10,6,4,9,4,4,39,28,11
Kittitas,53037,2024,85+,872,393,479,808,354,454,6,0,6,4,2,2,21,19,1,7,0,7,26,18,8
Kittitas,53037,2024,Total,"48,600","24,276","24,324","41,725","20,943","20,782",587,311,276,688,355,333,"1,196",576,620,123,54,69,"4,281","2,037","2,244"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Klickitat,53039,2024,0-4,"1,016",533,483,787,423,364,8,5,3,46,20,26,6,5,1,6,1,5,163,78,85
Klickitat,53039,2024,5-9,"1,116",569,547,914,481,433,1,1,0,38,15,23,1,0,1,1,0,0,161,72,89
Klickitat,53039,2024,10-14,"1,297",664,633,"1,009",507,502,5,1,3,42,25,16,7,7,1,2,2,0,232,122,110
Klickitat,53039,2024,15-19,"1,340",706,634,"1,058",548,510,10,4,6,54,28,27,8,3,5,3,1,2,207,124,83
Klickitat,53039,2024,20-24,984,509,475,750,384,366,4,2,2,36,13,22,21,15,5,6,3,3,168,92,76
Klickitat,53039,2024,25-29,946,497,449,768,403,364,2,2,1,51,13,38,8,0,8,13,13,0,104,67,38
Klickitat,53039,2024,30-34,"1,223",622,601,"1,011",504,508,20,16,4,47,24,22,8,5,3,5,4,1,133,70,63
Klickitat,53039,2024,35-39,"1,483",733,750,"1,265",611,654,5,4,1,43,30,13,18,7,11,2,1,1,149,78,72
Klickitat,53039,2024,40-44,"1,542",800,742,"1,371",729,642,9,7,3,33,14,19,11,3,8,2,1,2,115,46,69
Klickitat,53039,2024,45-49,"1,482",753,729,"1,290",632,658,12,9,3,65,47,19,14,10,5,2,1,1,99,55,44
Klickitat,53039,2024,50-54,"1,402",730,673,"1,251",663,588,15,9,6,24,15,8,10,0,9,5,4,1,98,38,60
Klickitat,53039,2024,55-59,"1,472",776,696,"1,316",694,621,2,2,0,47,16,31,5,0,4,2,2,0,101,62,39
Klickitat,53039,2024,60-64,"1,776",879,897,"1,614",799,815,6,1,5,20,7,13,19,6,13,1,0,1,115,66,49
Klickitat,53039,2024,65-69,"2,019",975,"1,044","1,854",885,969,9,3,5,23,12,10,20,1,18,4,4,0,111,70,41
Klickitat,53039,2024,70-74,"1,815",909,906,"1,722",874,848,1,0,1,18,13,5,0,0,0,3,0,3,71,22,49
Klickitat,53039,2024,75-79,"1,290",675,615,"1,200",637,563,5,0,5,17,10,8,11,3,8,0,0,0,56,25,31
Klickitat,53039,2024,80-84,770,378,392,746,368,378,7,6,1,5,1,4,1,1,1,0,0,0,11,3,8
Klickitat,53039,2024,85+,477,215,262,448,192,256,0,0,0,15,11,4,3,2,0,0,0,0,11,10,1
Klickitat,53039,2024,Total,"23,450","11,923","11,527","20,371","10,333","10,038",122,72,50,625,315,310,170,69,101,58,37,21,"2,104","1,096","1,008"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lewis,53041,2024,0-4,"4,488","2,313","2,174","3,625","1,871","1,754",43,26,17,91,38,53,21,7,14,15,7,8,694,365,329
Lewis,53041,2024,5-9,"4,671","2,429","2,242","3,717","1,964","1,753",24,7,17,95,44,51,34,21,13,19,11,8,783,383,400
Lewis,53041,2024,10-14,"5,195","2,667","2,528","4,148","2,118","2,029",40,11,29,118,57,61,41,17,23,9,4,5,839,459,380
Lewis,53041,2024,15-19,"5,069","2,632","2,437","4,025","2,039","1,986",119,94,25,122,56,66,72,27,46,13,8,6,717,408,309
Lewis,53041,2024,20-24,"4,302","2,210","2,092","3,598","1,830","1,768",62,42,19,150,75,75,52,33,19,26,22,4,414,208,206
Lewis,53041,2024,25-29,"4,402","2,289","2,113","3,768","1,944","1,824",51,31,19,81,42,38,46,13,33,7,5,2,450,253,196
Lewis,53041,2024,30-34,"5,114","2,641","2,473","4,388","2,270","2,119",60,29,30,67,29,38,56,30,26,20,4,16,523,280,243
Lewis,53041,2024,35-39,"5,308","2,672","2,636","4,625","2,319","2,306",40,24,17,99,52,47,123,58,65,14,9,5,406,211,196
Lewis,53041,2024,40-44,"5,315","2,724","2,591","4,491","2,298","2,193",56,37,19,171,84,88,67,25,42,23,12,11,507,269,237
Lewis,53041,2024,45-49,"4,963","2,544","2,419","4,342","2,255","2,087",38,27,11,105,45,61,71,23,48,27,21,6,380,173,206
Lewis,53041,2024,50-54,"4,944","2,499","2,445","4,273","2,137","2,136",28,23,5,123,61,62,84,38,46,5,2,4,430,238,192
Lewis,53041,2024,55-59,"5,033","2,513","2,520","4,502","2,241","2,261",33,20,14,86,42,44,66,18,48,9,7,3,336,185,151
Lewis,53041,2024,60-64,"6,027","2,910","3,116","5,424","2,628","2,796",28,21,7,85,36,49,74,19,55,10,6,4,407,202,205
Lewis,53041,2024,65-69,"6,182","3,030","3,153","5,687","2,790","2,897",26,14,13,104,46,58,68,20,48,6,5,1,291,155,136
Lewis,53041,2024,70-74,"5,478","2,698","2,780","5,131","2,535","2,596",14,7,7,52,23,29,39,16,23,9,4,5,233,113,121
Lewis,53041,2024,75-79,"4,024","1,991","2,033","3,761","1,843","1,917",23,20,3,43,29,13,26,9,17,2,2,0,170,88,82
Lewis,53041,2024,80-84,"2,479","1,165","1,314","2,350","1,104","1,246",0,0,0,20,14,7,11,7,4,0,0,0,98,40,57
Lewis,53041,2024,85+,"1,956",840,"1,116","1,854",791,"1,062",13,8,5,5,3,2,21,16,5,5,0,5,59,21,38
Lewis,53041,2024,Total,"84,950","42,768","42,182","73,708","36,978","36,730",697,441,256,"1,618",775,843,971,396,575,220,127,93,"7,736","4,050","3,686"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Lincoln,53043,2024,0-4,577,294,283,475,247,229,2,0,2,14,12,3,6,0,6,0,0,0,80,36,44
Lincoln,53043,2024,5-9,595,306,289,494,255,239,1,0,1,14,5,9,0,0,0,2,0,2,84,46,38
Lincoln,53043,2024,10-14,699,357,342,554,281,273,8,0,8,33,22,11,12,8,4,0,0,0,92,46,46
Lincoln,53043,2024,15-19,744,402,342,669,365,304,2,0,1,21,17,4,1,0,1,0,0,0,52,20,32
Lincoln,53043,2024,20-24,467,229,238,408,197,210,12,3,8,15,9,6,3,2,1,5,0,5,26,18,8
Lincoln,53043,2024,25-29,410,211,199,365,182,182,0,0,0,8,3,5,6,5,1,0,0,0,31,21,11
Lincoln,53043,2024,30-34,482,237,245,404,194,210,1,1,0,16,11,5,7,7,0,4,0,4,50,25,25
Lincoln,53043,2024,35-39,627,307,320,557,272,284,0,0,0,6,2,3,7,1,7,2,2,0,55,30,25
Lincoln,53043,2024,40-44,651,314,336,571,274,298,2,2,0,20,16,5,7,0,7,0,0,0,50,23,27
Lincoln,53043,2024,45-49,625,318,308,570,299,271,1,0,1,9,6,4,12,4,7,5,0,5,29,9,20
Lincoln,53043,2024,50-54,579,284,296,517,259,257,3,1,2,6,4,3,13,2,10,0,0,0,41,17,24
Lincoln,53043,2024,55-59,678,350,328,629,315,314,1,0,1,22,11,11,2,2,0,0,0,0,23,22,2
Lincoln,53043,2024,60-64,858,425,433,808,405,403,0,0,0,19,9,10,1,1,0,0,0,0,30,10,20
Lincoln,53043,2024,65-69,999,501,498,947,467,479,0,0,0,24,19,6,7,0,6,0,0,0,21,15,7
Lincoln,53043,2024,70-74,912,466,446,867,460,407,2,0,2,17,0,17,1,1,0,0,0,0,24,4,20
Lincoln,53043,2024,75-79,688,344,345,651,327,325,0,0,0,11,2,10,1,1,0,0,0,0,24,14,10
Lincoln,53043,2024,80-84,396,192,204,382,191,191,0,0,0,4,0,4,0,0,0,0,0,0,10,0,9
Lincoln,53043,2024,85+,314,142,172,302,140,162,0,0,0,2,2,1,5,0,5,0,0,0,4,0,4
Lincoln,53043,2024,Total,"11,300","5,678","5,622","10,169","5,129","5,040",34,8,26,263,148,115,90,35,55,18,2,16,726,355,371
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Mason,53045,2024,0-4,"3,226","1,647","1,580","2,274","1,129","1,145",25,13,13,250,143,107,17,10,6,13,10,2,648,341,307
Mason,53045,2024,5-9,"3,349","1,687","1,662","2,362","1,227","1,135",31,10,21,310,123,187,31,11,20,17,8,9,599,308,291
Mason,53045,2024,10-14,"3,632","1,866","1,767","2,402","1,254","1,148",61,25,37,354,178,176,43,28,15,8,7,2,764,374,390
Mason,53045,2024,15-19,"3,573","1,860","1,712","2,532","1,304","1,228",36,17,19,318,164,154,32,25,7,39,27,12,616,325,291
Mason,53045,2024,20-24,"3,180","1,716","1,464","2,362","1,307","1,055",88,72,16,232,112,120,50,21,29,20,8,11,427,195,232
Mason,53045,2024,25-29,"3,409","1,877","1,532","2,647","1,489","1,158",75,68,7,229,122,107,34,14,21,27,5,22,397,179,218
Mason,53045,2024,30-34,"4,119","2,153","1,966","3,197","1,636","1,561",86,66,20,253,140,113,72,31,42,24,12,12,487,268,219
Mason,53045,2024,35-39,"4,008","2,071","1,937","3,102","1,599","1,503",99,89,10,237,122,115,76,23,54,13,7,6,481,231,249
Mason,53045,2024,40-44,"3,971","2,032","1,939","3,189","1,623","1,565",81,57,24,248,137,111,56,19,36,18,12,7,379,183,196
Mason,53045,2024,45-49,"3,621","1,888","1,733","2,985","1,563","1,422",54,47,7,213,105,108,57,14,43,21,12,8,292,147,145
Mason,53045,2024,50-54,"3,705","1,894","1,811","3,078","1,615","1,463",70,46,24,146,72,75,95,31,64,18,10,8,297,120,177
Mason,53045,2024,55-59,"4,165","2,051","2,114","3,626","1,784","1,842",36,30,7,162,91,71,70,32,39,14,2,12,256,113,143
Mason,53045,2024,60-64,"5,278","2,535","2,742","4,673","2,257","2,416",41,15,26,169,67,102,78,23,55,17,12,5,299,162,137
Mason,53045,2024,65-69,"5,716","2,875","2,841","5,253","2,650","2,603",30,23,7,130,80,51,41,15,26,20,12,8,242,94,147
Mason,53045,2024,70-74,"5,068","2,523","2,545","4,660","2,359","2,301",21,9,11,82,40,42,76,22,55,8,1,7,221,92,128
Mason,53045,2024,75-79,"3,713","1,794","1,919","3,469","1,677","1,792",15,7,8,59,33,26,55,36,19,5,5,0,110,36,74
Mason,53045,2024,80-84,"2,154","1,019","1,135","1,989",952,"1,037",12,4,9,34,19,15,38,17,21,11,0,11,70,28,42
Mason,53045,2024,85+,"1,588",711,877,"1,503",676,828,5,3,2,21,9,13,13,4,9,3,3,0,42,17,25
Mason,53045,2024,Total,"67,475","34,199","33,276","55,303","28,101","27,202",867,601,266,"3,448","1,756","1,692",936,376,560,295,152,143,"6,626","3,213","3,413"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Okanogan,53047,2024,0-4,"2,178","1,129","1,049","1,436",713,723,12,8,4,362,192,169,17,11,6,2,1,2,349,204,145
Okanogan,53047,2024,5-9,"2,375","1,199","1,175","1,546",816,730,7,3,4,409,185,224,10,8,2,15,5,10,387,182,205
Okanogan,53047,2024,10-14,"2,679","1,389","1,290","1,711",912,799,17,9,8,439,220,219,31,17,14,6,2,3,476,228,247
Okanogan,53047,2024,15-19,"2,710","1,390","1,319","1,831",945,886,16,12,4,435,240,196,24,5,19,6,4,2,397,185,212
Okanogan,53047,2024,20-24,"2,019","1,122",897,"1,345",742,602,17,10,8,344,176,168,24,8,16,10,10,1,279,177,102
Okanogan,53047,2024,25-29,"1,857","1,032",825,"1,351",770,581,18,8,10,292,142,149,12,11,1,9,9,0,175,91,83
Okanogan,53047,2024,30-34,"2,450","1,305","1,145","1,836","1,011",826,12,5,8,291,145,146,24,3,21,13,8,5,273,134,140
Okanogan,53047,2024,35-39,"2,597","1,374","1,223","1,948","1,081",867,20,7,13,393,190,203,15,4,11,3,0,3,219,93,126
Okanogan,53047,2024,40-44,"2,657","1,414","1,243","1,983","1,017",966,35,32,2,336,183,153,23,6,17,4,2,2,276,173,103
Okanogan,53047,2024,45-49,"2,399","1,267","1,132","1,835",941,893,8,7,1,359,207,152,30,15,15,7,6,1,160,91,69
Okanogan,53047,2024,50-54,"2,388","1,229","1,159","1,819",935,884,14,6,8,309,178,132,39,30,9,8,7,1,199,74,125
Okanogan,53047,2024,55-59,"2,444","1,220","1,225","1,942",975,967,17,12,5,270,113,157,22,9,13,8,4,3,185,105,79
Okanogan,53047,2024,60-64,"3,011","1,511","1,499","2,507","1,257","1,250",15,8,8,280,141,140,36,14,23,4,2,2,169,91,78
Okanogan,53047,2024,65-69,"3,521","1,712","1,809","2,980","1,464","1,516",23,13,9,250,114,135,22,8,13,5,4,1,243,109,134
Okanogan,53047,2024,70-74,"3,256","1,655","1,602","2,876","1,461","1,415",13,7,7,218,115,104,36,10,27,3,3,0,109,60,49
Okanogan,53047,2024,75-79,"2,312","1,184","1,128","2,015","1,051",964,4,4,1,180,69,111,3,2,1,1,0,0,109,58,52
Okanogan,53047,2024,80-84,"1,335",664,671,"1,148",580,568,1,1,0,95,58,37,34,1,33,1,1,0,56,23,33
Okanogan,53047,2024,85+,"1,012",443,569,870,377,493,7,7,0,55,13,42,9,2,7,0,0,0,71,45,27
Okanogan,53047,2024,Total,"43,200","22,239","20,961","32,977","17,047","15,930",257,157,100,"5,317","2,680","2,637",412,164,248,106,69,37,"4,131","2,122","2,009"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Pacific,53049,2024,0-4,786,413,373,577,300,277,24,12,12,21,6,16,20,13,7,7,6,1,137,77,60
Pacific,53049,2024,5-9,932,501,432,704,369,336,5,4,1,34,18,16,19,12,7,1,1,0,169,96,72
Pacific,53049,2024,10-14,"1,120",529,591,822,388,434,9,2,7,46,22,25,19,6,12,3,3,0,221,108,113
Pacific,53049,2024,15-19,"1,214",633,581,882,443,439,46,38,8,49,24,24,35,25,11,11,4,7,192,99,92
Pacific,53049,2024,20-24,950,513,437,782,426,357,9,0,9,38,31,7,17,4,13,2,1,0,102,51,51
Pacific,53049,2024,25-29,837,441,396,684,368,315,10,6,4,18,8,10,19,15,4,4,1,3,102,42,60
Pacific,53049,2024,30-34,"1,018",510,509,828,409,420,12,10,2,42,27,15,29,15,14,3,2,1,105,48,57
Pacific,53049,2024,35-39,"1,205",600,605,"1,021",493,529,7,5,1,33,22,11,26,14,13,10,6,4,108,61,47
Pacific,53049,2024,40-44,"1,242",639,603,"1,013",521,492,9,5,4,47,19,27,39,13,26,0,0,0,134,80,54
Pacific,53049,2024,45-49,"1,225",635,590,993,525,468,26,12,14,51,32,19,43,17,26,2,1,1,110,47,63
Pacific,53049,2024,50-54,"1,300",633,668,"1,095",541,554,11,3,8,61,31,31,44,17,27,2,1,2,87,41,46
Pacific,53049,2024,55-59,"1,539",744,795,"1,340",638,702,4,3,1,72,41,31,28,18,10,1,1,0,95,43,52
Pacific,53049,2024,60-64,"2,047",986,"1,061","1,776",866,911,11,3,8,59,35,24,26,5,21,0,0,0,175,77,98
Pacific,53049,2024,65-69,"2,523","1,171","1,353","2,268","1,066","1,203",9,5,4,31,11,20,82,30,52,4,0,4,130,58,72
Pacific,53049,2024,70-74,"2,537","1,243","1,293","2,335","1,160","1,176",4,0,4,36,24,12,29,5,24,4,0,4,128,55,73
Pacific,53049,2024,75-79,"1,782",879,903,"1,693",834,859,6,3,3,15,9,7,3,3,0,2,2,0,63,29,34
Pacific,53049,2024,80-84,"1,007",486,520,933,440,492,0,0,0,9,8,1,27,12,15,0,0,0,37,25,12
Pacific,53049,2024,85+,685,311,374,654,297,357,0,0,0,6,0,5,10,3,7,0,0,0,16,11,5
Pacific,53049,2024,Total,"23,950","11,866","12,084","20,401","10,081","10,320",200,111,89,668,367,301,515,229,286,56,28,28,"2,110","1,049","1,061"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Pend Oreille,53051,2024,0-4,558,287,271,453,234,219,2,0,2,20,15,6,10,0,10,1,1,0,71,36,35
Pend Oreille,53051,2024,5-9,597,309,288,486,248,238,6,6,0,37,26,11,6,5,2,0,0,0,62,25,37
Pend Oreille,53051,2024,10-14,735,362,374,592,282,310,3,2,1,34,25,9,5,4,1,1,1,0,101,49,52
Pend Oreille,53051,2024,15-19,821,452,369,685,398,287,4,2,2,37,19,17,2,2,0,0,0,0,94,31,63
Pend Oreille,53051,2024,20-24,543,288,255,444,228,216,6,3,2,22,8,14,15,4,11,0,0,0,56,44,12
Pend Oreille,53051,2024,25-29,506,272,234,435,222,213,4,0,4,14,5,10,1,1,0,0,0,0,51,43,8
Pend Oreille,53051,2024,30-34,640,329,311,554,282,272,0,0,0,27,19,8,9,3,6,0,0,0,50,25,25
Pend Oreille,53051,2024,35-39,729,359,370,624,336,288,1,0,0,34,15,19,8,0,8,0,0,0,62,8,53
Pend Oreille,53051,2024,40-44,765,369,396,648,325,322,7,2,4,26,12,13,1,0,1,1,0,1,82,29,53
Pend Oreille,53051,2024,45-49,711,357,353,600,311,288,6,4,1,42,28,13,5,1,4,4,4,0,55,8,46
Pend Oreille,53051,2024,50-54,777,402,375,679,373,306,5,0,5,42,16,27,6,0,6,4,4,0,40,9,31
Pend Oreille,53051,2024,55-59,924,463,462,858,418,441,0,0,0,21,16,5,3,0,3,0,0,0,42,29,13
Pend Oreille,53051,2024,60-64,"1,210",588,622,"1,138",560,578,8,0,7,19,7,12,4,3,1,0,0,0,42,18,24
Pend Oreille,53051,2024,65-69,"1,371",668,703,"1,297",628,669,3,3,0,20,8,12,12,5,7,0,0,0,38,23,15
Pend Oreille,53051,2024,70-74,"1,208",631,577,"1,139",611,528,18,3,15,10,5,5,6,0,6,0,0,0,36,12,24
Pend Oreille,53051,2024,75-79,912,463,448,879,450,428,3,2,1,19,4,15,0,0,0,1,1,0,10,6,4
Pend Oreille,53051,2024,80-84,519,247,271,491,239,252,5,3,2,3,0,3,0,0,0,0,0,0,20,6,14
Pend Oreille,53051,2024,85+,323,149,175,299,136,163,5,5,0,1,0,1,3,3,0,0,0,0,15,4,11
Pend Oreille,53051,2024,Total,"13,850","6,994","6,856","12,301","6,282","6,019",87,38,49,427,227,200,97,31,66,13,12,1,925,404,521
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Pierce,53053,2024,0-4,"55,918","28,702","27,215","31,321","16,098","15,223","4,133","2,107","2,025",978,499,479,"2,697","1,326","1,371","1,774",881,893,"15,015","7,791","7,224"
Pierce,53053,2024,5-9,"60,049","30,725","29,325","34,029","17,483","16,546","4,624","2,367","2,257","1,207",598,609,"3,108","1,591","1,517","1,947",982,965,"15,134","7,703","7,431"
Pierce,53053,2024,10-14,"63,286","32,377","30,909","36,038","18,571","17,468","4,992","2,585","2,408","1,440",764,676,"3,647","1,837","1,810","1,983","1,008",975,"15,184","7,611","7,573"
Pierce,53053,2024,15-19,"62,037","32,145","29,892","36,034","18,769","17,265","4,988","2,628","2,360","1,433",749,684,"4,419","2,165","2,254","1,820",940,880,"13,343","6,894","6,449"
Pierce,53053,2024,20-24,"61,586","32,539","29,047","37,832","20,127","17,706","6,117","3,391","2,726","1,351",757,594,"4,592","2,241","2,351","1,892",990,901,"9,802","5,034","4,768"
Pierce,53053,2024,25-29,"61,213","31,715","29,498","39,525","20,608","18,917","5,799","3,195","2,605","1,208",590,618,"4,540","2,249","2,291","1,961",998,963,"8,181","4,076","4,105"
Pierce,53053,2024,30-34,"69,561","35,067","34,493","46,212","23,572","22,640","6,163","3,338","2,824","1,350",692,659,"5,393","2,393","3,000","2,211","1,136","1,075","8,232","3,935","4,296"
Pierce,53053,2024,35-39,"69,913","34,864","35,050","46,867","23,629","23,238","6,060","3,306","2,754","1,342",665,678,"5,871","2,541","3,330","1,764",850,914,"8,009","3,873","4,136"
Pierce,53053,2024,40-44,"66,263","32,934","33,329","44,974","22,618","22,356","5,909","3,185","2,724","1,350",605,744,"5,519","2,339","3,181","1,558",789,769,"6,954","3,399","3,555"
Pierce,53053,2024,45-49,"57,539","28,349","29,190","39,536","19,566","19,970","4,993","2,730","2,263","1,158",596,562,"5,461","2,326","3,136","1,274",683,591,"5,116","2,447","2,668"
Pierce,53053,2024,50-54,"55,095","27,250","27,845","39,699","19,780","19,919","4,592","2,518","2,074",990,449,541,"4,801","2,108","2,693",983,448,535,"4,030","1,947","2,083"
Pierce,53053,2024,55-59,"54,666","26,797","27,869","40,575","20,097","20,478","4,428","2,359","2,069",880,425,455,"4,419","1,792","2,626",789,365,423,"3,575","1,758","1,817"
Pierce,53053,2024,60-64,"57,002","27,699","29,303","43,083","21,324","21,759","4,365","2,383","1,982",846,419,427,"4,652","1,735","2,917",789,317,472,"3,267","1,520","1,747"
Pierce,53053,2024,65-69,"52,515","24,599","27,917","41,097","19,534","21,563","3,265","1,759","1,506",693,302,391,"4,457","1,608","2,849",558,238,320,"2,445","1,157","1,288"
Pierce,53053,2024,70-74,"42,157","19,303","22,854","34,307","15,958","18,349","2,032",998,"1,034",416,201,215,"3,514","1,243","2,271",393,212,181,"1,495",692,804
Pierce,53053,2024,75-79,"30,680","13,796","16,884","25,534","11,698","13,836","1,388",697,691,245,114,131,"2,435",804,"1,631",123,50,73,955,433,522
Pierce,53053,2024,80-84,"17,975","7,711","10,264","15,075","6,614","8,461",705,294,411,109,41,67,"1,499",492,"1,007",113,43,70,475,227,248
Pierce,53053,2024,85+,"15,145","5,610","9,535","12,863","4,927","7,936",555,215,340,82,29,53,"1,305",316,988,46,21,24,296,102,194
Pierce,53053,2024,Total,"952,600","472,182","480,418","644,601","320,971","323,630","75,108","40,055","35,053","17,077","8,495","8,582","72,329","31,108","41,221","21,977","10,953","11,024","121,508","60,600","60,908"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
San Juan,53055,2024,0-4,515,272,244,409,222,187,5,0,4,9,3,6,3,3,0,1,0,1,89,43,45
San Juan,53055,2024,5-9,606,300,306,448,208,240,2,1,0,6,4,2,9,7,2,7,5,1,134,74,60
San Juan,53055,2024,10-14,796,396,400,619,281,338,2,1,1,16,8,8,5,4,1,3,1,2,151,100,50
San Juan,53055,2024,15-19,857,428,429,643,327,316,15,13,2,11,4,7,16,2,14,5,0,4,167,81,86
San Juan,53055,2024,20-24,601,281,321,506,251,255,1,1,0,11,3,8,10,4,7,3,0,3,70,23,47
San Juan,53055,2024,25-29,625,309,316,525,271,254,6,3,2,5,2,3,11,3,8,0,0,0,79,30,49
San Juan,53055,2024,30-34,819,410,409,701,339,361,7,6,1,11,8,2,26,18,8,4,4,0,71,34,36
San Juan,53055,2024,35-39,970,477,492,856,417,438,7,5,2,14,5,9,17,0,17,0,0,0,75,49,26
San Juan,53055,2024,40-44,"1,041",525,515,907,460,447,1,1,0,3,0,3,23,13,10,3,2,0,104,49,55
San Juan,53055,2024,45-49,"1,002",486,516,840,400,440,2,2,0,17,1,16,24,14,10,2,0,2,117,68,49
San Juan,53055,2024,50-54,"1,033",513,520,884,431,453,5,2,2,2,1,1,39,17,22,1,1,0,102,60,42
San Juan,53055,2024,55-59,"1,164",563,601,"1,040",495,545,3,1,2,6,2,4,20,12,8,0,0,0,96,53,43
San Juan,53055,2024,60-64,"1,480",697,783,"1,360",644,716,1,0,1,25,22,3,4,2,2,0,0,0,90,29,60
San Juan,53055,2024,65-69,"1,885",846,"1,040","1,745",785,960,16,7,9,8,6,2,32,10,22,0,0,0,85,38,47
San Juan,53055,2024,70-74,"1,961",913,"1,048","1,893",873,"1,020",9,2,7,3,2,2,15,13,1,0,0,0,42,23,19
San Juan,53055,2024,75-79,"1,644",807,836,"1,576",782,793,2,0,2,2,0,2,20,3,17,0,0,0,44,22,22
San Juan,53055,2024,80-84,899,455,445,859,435,423,0,0,0,14,8,7,6,6,0,0,0,0,20,6,14
San Juan,53055,2024,85+,577,272,305,558,263,295,4,4,0,0,0,0,0,0,0,0,0,0,15,5,9
San Juan,53055,2024,Total,"18,475","8,949","9,526","16,369","7,887","8,482",86,49,37,163,80,83,278,130,148,30,15,15,"1,549",789,760
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Skagit,53057,2024,0-4,"6,960","3,556","3,404","5,003","2,583","2,420",62,41,21,188,86,103,52,33,19,41,21,20,"1,614",793,821
Skagit,53057,2024,5-9,"7,418","3,813","3,605","5,456","2,745","2,711",70,33,37,304,150,153,161,74,87,50,25,25,"1,376",786,590
Skagit,53057,2024,10-14,"8,026","4,078","3,949","5,895","3,031","2,864",99,33,66,322,157,164,130,67,63,39,21,18,"1,542",768,773
Skagit,53057,2024,15-19,"7,886","3,998","3,889","5,743","2,880","2,863",131,75,56,337,168,170,229,112,117,42,15,26,"1,404",747,657
Skagit,53057,2024,20-24,"6,784","3,435","3,349","5,333","2,750","2,583",65,39,26,290,153,137,189,77,113,70,33,37,836,384,452
Skagit,53057,2024,25-29,"7,239","3,724","3,514","5,711","2,980","2,730",88,55,33,206,97,109,199,88,111,49,25,24,985,478,507
Skagit,53057,2024,30-34,"8,314","4,160","4,153","6,885","3,530","3,355",101,53,47,270,128,142,227,104,123,27,10,17,804,336,468
Skagit,53057,2024,35-39,"8,567","4,295","4,272","7,084","3,592","3,491",94,73,21,230,122,108,262,119,143,29,15,14,869,375,494
Skagit,53057,2024,40-44,"8,381","4,284","4,097","6,866","3,563","3,303",97,60,36,282,143,139,260,111,149,22,6,16,856,401,454
Skagit,53057,2024,45-49,"7,381","3,741","3,640","5,985","3,083","2,902",92,50,42,285,145,140,290,123,168,23,19,4,705,321,385
Skagit,53057,2024,50-54,"7,384","3,632","3,752","6,137","3,059","3,078",86,39,47,286,154,132,254,115,139,36,19,17,585,246,339
Skagit,53057,2024,55-59,"7,595","3,698","3,897","6,522","3,150","3,372",53,33,20,212,108,104,222,76,145,44,29,15,543,301,241
Skagit,53057,2024,60-64,"8,896","4,285","4,611","7,785","3,741","4,044",101,67,35,186,82,104,257,115,142,19,12,7,548,269,279
Skagit,53057,2024,65-69,"9,394","4,394","4,999","8,464","4,014","4,450",32,21,11,175,71,104,222,76,145,12,6,6,488,207,282
Skagit,53057,2024,70-74,"8,777","4,166","4,611","7,988","3,781","4,207",23,20,3,134,56,78,176,69,106,4,0,3,452,239,214
Skagit,53057,2024,75-79,"6,780","3,161","3,619","6,283","2,925","3,358",29,14,16,91,40,51,99,37,61,23,9,15,254,137,118
Skagit,53057,2024,80-84,"4,105","1,880","2,226","3,940","1,794","2,146",6,5,1,27,10,17,58,25,33,7,1,6,68,45,23
Skagit,53057,2024,85+,"3,412","1,448","1,964","3,217","1,360","1,857",11,6,6,35,20,16,47,12,34,0,0,0,102,50,52
Skagit,53057,2024,Total,"133,300","65,748","67,552","110,297","54,561","55,736","1,242",718,524,"3,861","1,889","1,972","3,333","1,433","1,900",537,266,271,"14,030","6,881","7,149"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Skamania,53059,2024,0-4,459,239,221,370,180,190,4,4,0,7,7,1,7,5,1,0,0,0,72,43,29
Skamania,53059,2024,5-9,538,282,257,424,214,211,3,1,2,4,4,0,1,1,0,3,3,0,103,60,44
