Area Name,Area ID,Year,Age Group,Total,Male,Female,White Total,White Male,White Female,Black Total,Black Male,Black Female,AIAN Total,AIAN Male,AIAN Female,Asian Total,Asian Male,Asian Female,NHPI Total,NHPI Male,NHPI Female,Two or More Races Total,Two or More Races Male,Two or More Races Female
Skagit,53057,2021,40-44,"7,464","3,810","3,654","6,184","3,204","2,980",80,49,30,240,120,120,216,91,125,18,5,13,725,339,386
Skagit,53057,2021,45-49,"6,952","3,435","3,517","5,715","2,869","2,847",81,44,37,250,122,128,258,108,150,20,16,3,628,277,351
Skagit,53057,2021,50-54,"7,331","3,643","3,688","6,160","3,096","3,063",82,39,43,272,147,124,235,108,127,34,18,16,549,235,314
Skagit,53057,2021,55-59,"8,183","3,969","4,214","7,112","3,427","3,685",53,32,21,213,109,105,222,75,147,43,29,14,540,297,243
Skagit,53057,2021,60-64,"9,008","4,284","4,724","7,963","3,777","4,186",95,62,33,181,79,103,241,106,134,17,11,6,511,249,262
Skagit,53057,2021,65-69,"9,206","4,316","4,890","8,360","3,971","4,389",28,18,10,166,67,98,202,69,132,10,5,5,441,186,255
Skagit,53057,2021,70-74,"8,229","3,878","4,351","7,547","3,545","4,001",19,17,2,120,50,70,148,59,89,3,0,3,392,206,185
Skagit,53057,2021,75-79,"5,634","2,616","3,018","5,247","2,430","2,817",23,11,12,73,32,41,76,29,47,17,6,10,199,109,91
Skagit,53057,2021,80-84,"3,479","1,623","1,856","3,351","1,557","1,794",5,4,1,21,8,13,45,19,25,5,0,5,53,35,18
Skagit,53057,2021,85+,"3,204","1,301","1,903","3,036","1,226","1,810",10,5,5,33,17,15,38,10,28,0,0,0,88,43,44
Skagit,53057,2021,Total,"130,000","64,028","65,972","108,503","53,578","54,925","1,139",655,484,"3,660","1,781","1,879","3,046","1,312","1,734",493,247,246,"13,159","6,454","6,705"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Skamania,53059,2021,0-4,488,258,230,399,200,199,4,4,0,8,7,1,6,5,1,0,0,0,71,43,29
Skamania,53059,2021,5-9,595,293,302,478,228,250,3,1,1,4,4,0,1,1,0,3,3,0,106,57,50
Skamania,53059,2021,10-14,702,351,351,625,307,318,0,0,0,4,0,4,1,0,1,1,1,0,70,42,28
Skamania,53059,2021,15-19,593,331,261,484,245,239,5,5,0,8,4,3,3,3,0,3,3,0,89,71,19
Skamania,53059,2021,20-24,416,217,199,330,174,157,4,4,0,18,12,6,9,1,8,1,1,0,54,25,28
Skamania,53059,2021,25-29,490,241,249,415,201,214,3,0,3,8,5,3,3,1,1,0,0,0,61,33,28
Skamania,53059,2021,30-34,693,334,359,588,305,283,1,0,1,14,0,14,8,1,7,0,0,0,82,28,55
Skamania,53059,2021,35-39,746,361,385,636,322,314,4,4,0,15,5,10,21,4,16,10,0,10,61,25,36
Skamania,53059,2021,40-44,756,366,390,667,334,332,1,0,1,15,10,5,4,2,2,3,0,3,67,20,46
Skamania,53059,2021,45-49,742,376,366,682,346,336,0,0,0,12,9,3,10,4,5,0,0,0,38,16,22
Skamania,53059,2021,50-54,770,391,378,699,354,345,1,0,1,11,4,7,8,1,6,0,0,0,51,32,19
Skamania,53059,2021,55-59,"1,001",553,448,915,516,400,9,5,3,4,1,3,4,0,4,0,0,0,69,31,38
Skamania,53059,2021,60-64,"1,084",528,557,996,480,516,1,0,1,22,16,5,22,17,5,0,0,0,44,14,30
Skamania,53059,2021,65-69,"1,025",529,496,966,497,468,1,0,0,7,2,4,8,5,3,0,0,0,44,24,20
Skamania,53059,2021,70-74,747,405,342,702,376,325,0,0,0,14,3,11,4,4,0,1,1,0,26,21,5
Skamania,53059,2021,75-79,493,256,237,467,242,225,0,0,0,6,5,1,5,1,4,0,0,0,14,8,7
Skamania,53059,2021,80-84,230,115,115,209,108,101,0,0,0,0,0,0,5,0,5,0,0,0,16,7,10
Skamania,53059,2021,85+,181,88,94,171,82,88,0,0,0,6,4,2,1,0,1,0,0,0,5,1,3
Skamania,53059,2021,Total,"11,750","5,990","5,760","10,427","5,316","5,111",36,24,12,175,93,82,121,51,70,22,9,13,969,497,472
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Snohomish,53061,2021,0-4,"50,403","25,578","24,824","29,713","15,050","14,663","2,349","1,166","1,184",792,379,413,"6,457","3,366","3,092",460,217,242,"10,632","5,401","5,230"
Snohomish,53061,2021,5-9,"53,376","27,395","25,981","32,348","16,565","15,783","2,356","1,172","1,184",890,465,424,"6,432","3,289","3,143",436,251,186,"10,914","5,653","5,261"
Snohomish,53061,2021,10-14,"54,308","27,775","26,533","33,358","17,097","16,261","2,404","1,209","1,196","1,129",553,576,"5,984","3,013","2,970",443,248,195,"10,990","5,656","5,334"
Snohomish,53061,2021,15-19,"50,394","26,045","24,350","31,832","16,529","15,302","2,133","1,099","1,034","1,095",553,542,"5,860","2,934","2,926",418,199,220,"9,056","4,731","4,325"
Snohomish,53061,2021,20-24,"48,615","25,288","23,326","32,262","16,839","15,423","2,343","1,286","1,057","1,038",514,524,"5,927","3,020","2,907",429,223,205,"6,615","3,406","3,210"
Snohomish,53061,2021,25-29,"53,377","27,378","25,999","36,670","19,160","17,510","2,332","1,291","1,041",996,532,464,"7,096","3,278","3,818",483,216,267,"5,800","2,900","2,900"
Snohomish,53061,2021,30-34,"63,897","32,098","31,799","43,750","22,429","21,321","2,612","1,404","1,207",936,483,453,"10,089","4,557","5,532",579,336,243,"5,932","2,889","3,043"
Snohomish,53061,2021,35-39,"66,447","33,392","33,055","45,612","23,170","22,442","3,112","1,730","1,382","1,010",540,471,"10,790","5,049","5,741",501,254,247,"5,422","2,650","2,772"
Snohomish,53061,2021,40-44,"57,490","29,141","28,349","39,853","20,419","19,434","2,789","1,541","1,248",956,480,476,"8,823","4,170","4,653",435,238,197,"4,634","2,293","2,342"
Snohomish,53061,2021,45-49,"51,885","26,107","25,777","36,647","18,723","17,924","2,353","1,397",956,942,451,491,"7,833","3,536","4,298",322,144,178,"3,787","1,856","1,930"
Snohomish,53061,2021,50-54,"54,579","27,406","27,172","40,704","20,609","20,095","1,991","1,195",797,897,460,437,"7,250","3,231","4,019",309,166,143,"3,427","1,746","1,681"
Snohomish,53061,2021,55-59,"55,350","27,486","27,864","43,258","21,801","21,456","1,715","1,006",709,790,348,442,"6,407","2,771","3,636",271,124,148,"2,909","1,437","1,473"
Snohomish,53061,2021,60-64,"53,212","26,159","27,053","42,951","21,347","21,604","1,351",784,567,624,273,351,"5,556","2,419","3,136",230,109,120,"2,502","1,228","1,274"
Snohomish,53061,2021,65-69,"44,068","20,846","23,222","36,392","17,300","19,092",903,489,414,457,207,250,"4,519","1,947","2,573",132,82,50,"1,664",821,843
Snohomish,53061,2021,70-74,"33,588","15,368","18,220","28,451","13,052","15,398",534,276,258,268,121,148,"3,249","1,367","1,882",96,66,30,991,487,503
Snohomish,53061,2021,75-79,"21,660","9,733","11,927","18,626","8,397","10,230",234,111,123,191,95,96,"2,006",906,"1,099",63,43,20,540,181,359
Snohomish,53061,2021,80-84,"12,923","5,376","7,547","11,150","4,601","6,550",163,75,88,111,38,73,"1,194",516,679,11,7,4,294,140,154
Snohomish,53061,2021,85+,"12,228","4,441","7,788","10,726","3,877","6,849",139,57,83,52,24,28,989,334,655,17,6,11,305,142,162
Snohomish,53061,2021,Total,"837,800","417,012","420,788","594,303","296,965","297,338","31,814","17,287","14,527","13,173","6,514","6,659","106,461","49,702","56,759","5,636","2,928","2,708","86,413","43,616","42,797"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Spokane,53063,2021,0-4,"29,978","15,169","14,809","22,345","11,242","11,103",760,381,380,466,233,232,533,247,287,483,265,218,"5,391","2,801","2,590"
Spokane,53063,2021,5-9,"32,970","16,960","16,010","25,344","13,048","12,296",762,383,379,551,298,254,647,347,300,466,227,239,"5,199","2,657","2,542"
Spokane,53063,2021,10-14,"34,631","17,808","16,824","26,407","13,557","12,850",842,433,409,681,338,343,821,410,411,496,275,221,"5,385","2,796","2,590"
Spokane,53063,2021,15-19,"35,258","17,909","17,349","27,009","13,802","13,207",989,532,457,708,368,341,"1,014",461,553,536,308,228,"5,001","2,438","2,563"
Spokane,53063,2021,20-24,"39,205","19,707","19,498","31,006","15,533","15,472","1,241",673,568,825,421,404,"1,269",625,644,474,214,261,"4,390","2,241","2,149"
Spokane,53063,2021,25-29,"37,911","19,337","18,573","31,002","15,858","15,144","1,091",667,423,811,438,373,"1,048",457,591,348,169,179,"3,612","1,748","1,864"
Spokane,53063,2021,30-34,"37,174","18,949","18,225","30,849","15,676","15,173","1,024",632,392,760,385,375,999,448,550,377,198,179,"3,165","1,610","1,555"
Spokane,53063,2021,35-39,"36,545","18,525","18,019","30,842","15,683","15,159",929,587,342,696,367,329,"1,027",431,596,323,155,168,"2,728","1,303","1,425"
Spokane,53063,2021,40-44,"32,346","16,273","16,073","27,444","13,765","13,679",813,516,297,653,327,325,951,399,553,222,114,108,"2,264","1,152","1,112"
Spokane,53063,2021,45-49,"29,690","14,910","14,780","25,349","12,694","12,655",681,462,220,613,319,294,"1,002",457,545,202,84,118,"1,843",895,948
Spokane,53063,2021,50-54,"31,313","15,521","15,792","27,224","13,481","13,744",622,396,226,572,280,291,912,381,531,203,109,94,"1,781",875,906
Spokane,53063,2021,55-59,"33,652","16,364","17,288","30,055","14,617","15,438",561,363,197,580,286,294,748,304,445,130,60,70,"1,579",735,844
Spokane,53063,2021,60-64,"34,739","16,679","18,060","31,397","15,065","16,332",568,334,235,431,211,220,726,283,442,115,60,55,"1,502",726,776
Spokane,53063,2021,65-69,"31,970","15,144","16,826","29,368","13,933","15,435",375,247,129,361,182,179,581,217,364,103,40,63,"1,182",526,656
Spokane,53063,2021,70-74,"26,338","12,488","13,850","24,500","11,621","12,879",229,132,97,243,130,114,565,203,362,67,42,25,733,360,373
Spokane,53063,2021,75-79,"17,359","7,895","9,464","16,466","7,511","8,955",124,68,56,112,43,69,267,117,150,38,10,28,353,146,207
Spokane,53063,2021,80-84,"10,628","4,575","6,053","10,101","4,360","5,740",57,30,27,70,23,46,174,72,101,5,1,4,222,87,135
Spokane,53063,2021,85+,"10,393","3,793","6,601","9,868","3,597","6,271",58,21,37,67,22,46,169,62,107,23,11,12,208,79,129
Spokane,53063,2021,Total,"542,100","268,006","274,094","456,575","225,044","231,531","11,725","6,856","4,869","9,200","4,671","4,529","13,452","5,920","7,532","4,611","2,341","2,270","46,537","23,174","23,363"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Stevens,53065,2021,0-4,"2,165","1,084","1,081","1,686",841,844,9,4,6,183,100,83,4,1,4,21,15,5,262,123,139
Stevens,53065,2021,5-9,"2,628","1,361","1,267","2,053","1,091",962,10,5,5,224,107,117,23,18,4,8,4,4,310,135,175
Stevens,53065,2021,10-14,"3,117","1,606","1,511","2,393","1,232","1,161",13,6,8,263,153,110,11,8,3,20,12,8,417,195,223
Stevens,53065,2021,15-19,"2,901","1,491","1,410","2,244","1,143","1,100",19,9,10,271,154,117,17,4,14,4,2,2,346,179,167
Stevens,53065,2021,20-24,"1,934",988,946,"1,540",771,769,13,5,8,173,76,96,17,17,1,6,2,4,185,117,68
Stevens,53065,2021,25-29,"1,936",977,959,"1,617",822,795,10,6,4,136,71,65,9,6,3,8,1,6,156,70,86
Stevens,53065,2021,30-34,"2,256","1,135","1,121","1,825",932,892,5,4,1,247,110,137,20,10,10,6,0,5,154,78,75
Stevens,53065,2021,35-39,"2,474","1,263","1,211","2,104","1,049","1,055",15,3,12,167,102,64,20,4,16,5,4,0,164,100,64
Stevens,53065,2021,40-44,"2,505","1,221","1,284","2,165","1,059","1,106",12,10,2,132,67,65,24,10,15,6,2,4,164,73,92
Stevens,53065,2021,45-49,"2,431","1,207","1,224","2,108","1,047","1,061",11,5,6,136,78,57,25,6,20,6,4,1,146,68,79
Stevens,53065,2021,50-54,"2,796","1,357","1,439","2,470","1,216","1,254",2,2,0,141,60,81,10,0,10,9,8,0,165,71,94
Stevens,53065,2021,55-59,"3,401","1,683","1,717","2,946","1,484","1,462",3,3,1,184,73,111,31,5,26,6,2,4,229,117,113
Stevens,53065,2021,60-64,"4,273","2,120","2,153","3,899","1,931","1,968",9,5,4,162,84,78,34,10,24,8,6,2,161,85,76
Stevens,53065,2021,65-69,"4,068","2,011","2,058","3,772","1,876","1,896",19,8,10,132,54,78,32,8,25,0,0,0,113,65,48
Stevens,53065,2021,70-74,"3,434","1,804","1,630","3,193","1,680","1,513",7,7,0,105,65,40,17,6,11,1,0,0,112,45,66
Stevens,53065,2021,75-79,"2,173","1,082","1,090","2,050","1,024","1,026",7,5,2,65,24,42,11,5,6,0,0,0,39,25,15
Stevens,53065,2021,80-84,"1,289",646,643,"1,230",612,617,0,0,0,19,15,4,4,0,4,0,0,0,37,19,18
Stevens,53065,2021,85+,944,387,557,875,366,508,3,3,0,32,9,23,17,0,17,0,0,0,17,8,9
Stevens,53065,2021,Total,"46,725","23,423","23,302","40,167","20,177","19,990",168,89,79,"2,772","1,403","1,369",329,117,212,112,64,48,"3,177","1,572","1,605"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Thurston,53067,2021,0-4,"16,363","8,407","7,956","10,553","5,387","5,166",590,306,284,311,169,141,741,399,342,272,124,149,"3,895","2,021","1,874"
Thurston,53067,2021,5-9,"17,880","9,255","8,624","11,812","6,122","5,689",627,338,289,354,212,142,842,403,438,258,135,124,"3,987","2,045","1,942"
Thurston,53067,2021,10-14,"18,624","9,699","8,925","12,210","6,402","5,809",740,416,324,421,240,181,964,467,498,268,148,120,"4,021","2,027","1,994"
Thurston,53067,2021,15-19,"17,719","9,100","8,620","11,944","6,169","5,775",694,331,363,424,196,228,"1,048",539,509,285,133,152,"3,325","1,732","1,593"
Thurston,53067,2021,20-24,"17,727","8,901","8,826","12,529","6,322","6,207",798,449,349,368,201,167,"1,032",501,531,349,182,166,"2,651","1,245","1,406"
Thurston,53067,2021,25-29,"19,728","9,915","9,813","14,595","7,374","7,221",900,519,380,383,167,216,"1,163",572,591,320,159,161,"2,368","1,124","1,243"
Thurston,53067,2021,30-34,"20,830","10,315","10,515","15,562","7,749","7,813",918,537,381,420,192,228,"1,375",599,776,298,152,147,"2,256","1,086","1,170"
Thurston,53067,2021,35-39,"21,304","10,464","10,840","16,204","8,061","8,143",832,455,377,414,179,236,"1,511",648,864,315,170,145,"2,027",951,"1,076"
Thurston,53067,2021,40-44,"19,438","9,493","9,945","14,908","7,312","7,596",751,442,309,366,178,188,"1,388",581,806,275,151,124,"1,751",828,923
Thurston,53067,2021,45-49,"17,269","8,536","8,733","13,220","6,570","6,650",661,374,287,364,195,169,"1,400",563,837,256,126,130,"1,368",707,661
Thurston,53067,2021,50-54,"17,813","8,632","9,182","14,130","6,930","7,200",608,356,252,303,135,167,"1,356",562,794,166,70,96,"1,250",578,672
Thurston,53067,2021,55-59,"18,295","8,680","9,615","14,861","7,078","7,783",581,333,247,287,146,141,"1,289",528,761,181,85,96,"1,096",510,586
Thurston,53067,2021,60-64,"18,812","8,774","10,038","15,553","7,277","8,276",585,354,231,277,132,145,"1,275",465,810,127,59,68,996,487,509
Thurston,53067,2021,65-69,"18,387","8,253","10,135","15,758","7,074","8,684",425,249,177,227,121,105,"1,100",425,675,127,63,64,750,321,429
Thurston,53067,2021,70-74,"15,901","7,265","8,636","14,130","6,539","7,591",259,150,109,157,63,94,756,228,528,85,38,47,514,247,268
Thurston,53067,2021,75-79,"10,461","4,806","5,655","9,420","4,373","5,047",109,64,45,91,44,46,522,193,330,29,13,16,291,119,172
Thurston,53067,2021,80-84,"6,000","2,622","3,379","5,420","2,403","3,017",51,26,25,57,22,35,297,89,208,7,5,2,168,76,92
Thurston,53067,2021,85+,"5,248","2,017","3,231","4,817","1,860","2,957",51,30,21,31,17,14,237,83,154,10,3,7,102,25,77
Thurston,53067,2021,Total,"297,800","145,134","152,666","227,626","111,005","116,621","10,180","5,730","4,450","5,254","2,611","2,643","18,296","7,843","10,453","3,629","1,815","1,814","32,815","16,129","16,686"
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Wahkiakum,53069,2021,0-4,149,76,74,112,51,61,1,1,0,4,0,3,12,11,1,0,0,0,20,12,9
Wahkiakum,53069,2021,5-9,211,110,101,154,75,79,5,0,5,4,4,1,3,0,3,1,1,0,45,31,14
Wahkiakum,53069,2021,10-14,237,122,115,182,95,87,1,1,0,10,9,1,2,0,2,0,0,0,42,16,26
Wahkiakum,53069,2021,15-19,247,129,118,214,118,96,1,1,0,5,0,5,0,0,0,0,0,0,27,9,18
Wahkiakum,53069,2021,20-24,148,62,86,144,60,84,0,0,0,1,1,0,0,0,0,0,0,0,3,2,1
Wahkiakum,53069,2021,25-29,158,70,89,144,64,80,1,1,0,3,3,0,0,0,0,0,0,0,10,2,8
Wahkiakum,53069,2021,30-34,196,99,97,167,89,78,3,1,2,5,1,4,0,0,0,1,0,1,20,8,12
Wahkiakum,53069,2021,35-39,202,105,97,162,73,89,1,0,1,1,1,1,0,0,0,0,0,0,38,31,7
Wahkiakum,53069,2021,40-44,207,103,104,175,87,88,10,2,8,1,1,1,1,0,1,0,0,0,19,13,6
Wahkiakum,53069,2021,45-49,242,113,129,225,104,121,0,0,0,3,0,3,5,3,2,0,0,0,8,6,3
Wahkiakum,53069,2021,50-54,286,144,142,263,138,126,2,2,0,1,0,1,5,2,3,0,0,0,14,2,12
Wahkiakum,53069,2021,55-59,344,174,170,299,149,150,0,0,0,7,2,5,0,0,0,0,0,0,37,23,14
Wahkiakum,53069,2021,60-64,382,189,193,357,184,173,0,0,0,3,0,3,6,1,5,0,0,0,16,4,12
Wahkiakum,53069,2021,65-69,456,230,226,426,219,208,1,1,0,7,2,5,0,0,0,0,0,0,21,8,13
Wahkiakum,53069,2021,70-74,453,221,232,416,194,222,0,0,0,11,10,1,9,7,2,0,0,0,17,10,7
Wahkiakum,53069,2021,75-79,294,154,141,289,152,137,0,0,0,2,1,2,3,0,3,0,0,0,0,0,0
Wahkiakum,53069,2021,80-84,161,78,83,161,78,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wahkiakum,53069,2021,85+,101,42,59,91,32,59,0,0,0,3,3,0,2,2,0,1,1,0,5,5,0
Wahkiakum,53069,2021,Total,"4,475","2,219","2,256","3,981","1,961","2,020",27,10,17,73,38,35,48,27,21,3,2,1,343,181,162
.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
Walla Walla,53071,2021,0-4,"3,101","1,569","1,532","2,440","1,248","1,192",14,8,6,30,17,13,30,9,20,6,4,1,582,283,299
Walla Walla,53071,2021,5-9,"3,598","1,880","1,718","2,788","1,417","1,371",39,22,17,41,21,20,44,19,25,10,6,5,675,395,280
Walla Walla,53071,2021,10-14,"3,867","1,998","1,869","3,050","1,602","1,448",39,21,18,54,26,29,34,24,9,11,2,9,680,324,356
Walla Walla,53071,2021,15-19,"4,623","2,316","2,307","3,566","1,826","1,741",86,43,42,74,39,35,125,53,72,16,6,10,756,349,407
Walla Walla,53071,2021,20-24,"4,698","2,520","2,177","3,542","1,906","1,636",167,100,67,94,71,24,140,82,58,32,26,6,723,336,387
Walla Walla,53071,2021,25-29,"3,545","1,956","1,589","2,895","1,567","1,328",129,106,23,77,58,19,59,29,30,17,5,12,367,190,177
Walla Walla,53071,2021,30-34,"3,815","2,077","1,738","3,123","1,694","1,429",159,124,35,67,53,13,70,25,44,15,9,7,382,172,210
Walla Walla,53071,2021,35-39,"3,960","2,102","1,858","3,287","1,725","1,562",123,104,18,93,53,39,73,37,36,13,6,6,371,175,196
Walla Walla,53071,2021,40-44,"3,609","1,889","1,721","3,057","1,599","1,458",105,84,21,61,35,26,61,11,50,5,1,4,320,158,162
Walla Walla,53071,2021,45-49,"3,324","1,710","1,613","2,892","1,469","1,424",72,55,17,50,32,18,69,21,48,8,5,3,231,129,102
Walla Walla,53071,2021,50-54,"3,456","1,772","1,684","3,021","1,550","1,471",70,62,9,57,26,30,42,12,30,9,8,1,257,115,143
Walla Walla,53071,2021,55-59,"3,754","1,857","1,897","3,260","1,595","1,664",61,54,7,71,32,39,48,23,25,6,5,1,309,148,161
Walla Walla,53071,2021,60-64,"3,995","1,919","2,076","3,555","1,727","1,828",34,21,12,70,37,33,83,22,61,1,1,0,251,111,141
Walla Walla,53071,2021,65-69,"3,949","1,949","2,001","3,583","1,769","1,814",26,15,11,43,24,19,42,13,28,3,3,1,252,124,127
